Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
MONTIGNY BEAUCHAMP;87276089;DIM;2021;2021-10-10;H;H;De 10h à 16h;663;Après COVID
NANGIS;87116095;SAM;2019;2019-05-11;P;P;De 6h à 10h;173;Avant COVID
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;Avant 6h;15;Avant COVID
LIMAY;87381582;SAM;2021;2021-10-09;J;J6;De 6h à 10h;125;Après COVID
LIANCOURT SAINT PIERRE;87381210;JOB;2021;2021-10-06;J;J6;De 16h à 20h;2;Après COVID
MONTIGNY BEAUCHAMP;87276089;DIM;2021;2021-10-10;H;H;De 6h à 10h;236;Après COVID
NANTERRE UNIVERSITE;87386318;SAM;2021;2021-10-09;L;L3;De 10h à 16h;1467;Après COVID
MONTFORT L'AMAURY MERE;87393892;SAM;2018;2018-10-20;N;N;De 16h à 20h;149;Avant COVID
LIVRY SUR SEINE;87682401;DIM;2017;2017-03-12;R;R;Après 20h;7;Avant COVID
LIEUSAINT MOISSY;87682153;JOB;2019;2019-03-26;D;D;De 10h à 16h;2565;Avant COVID
MONTIGNY BEAUCHAMP;87276089;SAM;2021;2021-10-09;H;H;Avant 6h;52;Après COVID
NANTEUIL LE HAUDOIN;87271577;JOB;2021;2021-10-06;K;K;Avant 6h;23;Après COVID
MONTFORT L'AMAURY MERE;87393892;SAM;2018;2018-10-20;N;N;De 6h à 10h;64;Avant COVID
LIVRY SUR SEINE;87682401;DIM;2017;2017-03-12;R;R;De 16h à 20h;58;Avant COVID
LIEUSAINT MOISSY;87682153;SAM;2019;2019-03-23;D;D;Avant 6h;102;Avant COVID
MONTIGNY SUR LOING;87684100;DIM;2017;2017-03-12;R;R;Après 20h;17;Avant COVID
NANTEUIL LE HAUDOIN;87271577;JOB;2021;2021-10-06;K;K;De 10h à 16h;39;Après COVID
MONTGERON CROSNE;87682104;DIM;2019;2019-03-24;D;D;Après 20h;144;Avant COVID
LIVRY SUR SEINE;87682401;JOB;2017;2017-03-07;R;R;De 6h à 10h;131;Avant COVID
LIMAY;87381582;JOB;2021;2021-10-06;J;J6;De 10h à 16h;584;Après COVID
MONTIGNY SUR LOING;87684100;JOB;2017;2017-03-07;R;R;De 10h à 16h;56;Avant COVID
NANTEUIL LE HAUDOIN;87271577;SAM;2021;2021-10-09;K;K;Après 20h;5;Après COVID
MONTGERON CROSNE;87682104;DIM;2019;2019-03-24;D;D;De 10h à 16h;965;Avant COVID
LIVRY SUR SEINE;87682401;SAM;2017;2017-03-11;R;R;De 16h à 20h;14;Avant COVID
LIVRY SUR SEINE;87682401;DIM;2017;2017-03-12;R;R;De 10h à 16h;56;Avant COVID
MONTREUIL;87382879;DIM;2021;2021-10-10;L;L2;Avant 6h;14;Après COVID
NANTEUIL LE HAUDOIN;87271577;SAM;2021;2021-10-09;K;K;De 16h à 20h;21;Après COVID
MONTGERON CROSNE;87682104;DIM;2019;2019-03-24;D;D;De 6h à 10h;362;Avant COVID
LIZY SUR OURCQ;87116632;DIM;2019;2019-05-12;P;P;De 6h à 10h;34;Avant COVID
LIVRY SUR SEINE;87682401;JOB;2017;2017-03-07;R;R;De 10h à 16h;22;Avant COVID
MONTREUIL;87382879;DIM;2021;2021-10-10;L;L2;De 10h à 16h;564;Après COVID
NANTEUIL SAACY;87116558;DIM;2019;2019-05-12;P;P;De 6h à 10h;48;Avant COVID
MONTGERON CROSNE;87682104;JOB;2019;2019-03-26;D;D;De 10h à 16h;1295;Avant COVID
LIZY SUR OURCQ;87116632;JOB;2019;2019-05-14;P;P;Avant 6h;18;Avant COVID
LIVRY SUR SEINE;87682401;SAM;2017;2017-03-11;R;R;De 10h à 16h;35;Avant COVID
MONTREUIL;87382879;JOB;2021;2021-10-06;L;L2;De 16h à 20h;951;Après COVID
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;De 10h à 16h;140;Avant COVID
MONTGERON CROSNE;87682104;SAM;2019;2019-03-23;D;D;De 10h à 16h;1552;Avant COVID
LIZY SUR OURCQ;87116632;JOB;2019;2019-05-14;P;P;De 16h à 20h;82;Avant COVID
LIZY SUR OURCQ;87116632;DIM;2019;2019-05-12;P;P;Après 20h;22;Avant COVID
MONTRY CONDE;87116400;DIM;2019;2019-05-12;P;P;De 10h à 16h;28;Avant COVID
NEMOURS SAINT-PIERRE;87684126;DIM;2017;2017-03-12;R;R;Après 20h;196;Avant COVID
MONTGEROULT COURCELLES;87381160;DIM;2021;2021-10-10;J;J6;De 10h à 16h;2;Après COVID
LIZY SUR OURCQ;87116632;SAM;2019;2019-05-11;P;P;Après 20h;23;Avant COVID
LIZY SUR OURCQ;87116632;JOB;2019;2019-05-14;P;P;De 10h à 16h;165;Avant COVID
MONTRY CONDE;87116400;SAM;2019;2019-05-11;P;P;Avant 6h;1;Avant COVID
NEMOURS SAINT-PIERRE;87684126;DIM;2017;2017-03-12;R;R;De 6h à 10h;202;Avant COVID
MONTGEROULT COURCELLES;87381160;JOB;2021;2021-10-06;J;J6;De 10h à 16h;6;Après COVID
LIZY SUR OURCQ;87116632;SAM;2019;2019-05-11;P;P;De 6h à 10h;79;Avant COVID
LIZY SUR OURCQ;87116632;SAM;2019;2019-05-11;P;P;De 16h à 20h;60;Avant COVID
MONTRY CONDE;87116400;SAM;2019;2019-05-11;P;P;De 16h à 20h;25;Avant COVID
NEMOURS SAINT-PIERRE;87684126;JOB;2017;2017-03-07;R;R;De 6h à 10h;1625;Avant COVID
MONTGEROULT COURCELLES;87381160;SAM;2021;2021-10-09;J;J6;De 6h à 10h;5;Après COVID
LONGJUMEAU;87393611;DIM;2017;2017-04-23;C;C;Après 20h;19;Avant COVID
LONGJUMEAU;87393611;DIM;2017;2017-04-23;C;C;De 6h à 10h;24;Avant COVID
MONTSOULT MAFFLIERS;87276493;SAM;2021;2021-10-09;H;H;De 16h à 20h;165;Après COVID
NEMOURS SAINT-PIERRE;87684126;SAM;2017;2017-03-11;R;R;De 10h à 16h;563;Avant COVID
MONTIGNY BEAUCHAMP;87276089;JOB;2017;2017-04-25;C;C;Après 20h;200;Avant COVID
LONGJUMEAU;87393611;DIM;2017;2017-04-23;C;C;Avant 6h;3;Avant COVID
LONGJUMEAU;87393611;SAM;2017;2017-04-22;C;C;De 10h à 16h;214;Avant COVID
MORET VENEUX LES SABLONS;87682278;DIM;2017;2017-03-12;R;R;De 10h à 16h;469;Avant COVID
NEUILLY PORTE MAILLOT;87381020;DIM;2017;2017-04-23;C;C;Avant 6h;3;Avant COVID
MONTIGNY BEAUCHAMP;87276089;JOB;2021;2021-10-06;H;H;Avant 6h;122;Après COVID
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;De 16h à 20h;338;Avant COVID
LONGUEVILLE;87116137;JOB;2019;2019-05-16;P;P;De 10h à 16h;220;Avant COVID
MORET VENEUX LES SABLONS;87682278;SAM;2017;2017-03-11;R;R;De 10h à 16h;449;Avant COVID
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;A;A;Avant 6h;57;Avant COVID
MONTIGNY BEAUCHAMP;87276089;SAM;2017;2017-04-22;C;C;De 6h à 10h;413;Avant COVID
LONGJUMEAU;87393611;JOB;2017;2017-04-25;C;C;De 6h à 10h;347;Avant COVID
LOUVECIENNES;87382457;DIM;2021;2021-10-10;L;L2;De 6h à 10h;68;Après COVID
MORMANT;87116087;DIM;2019;2019-05-12;P;P;Après 20h;20;Avant COVID
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;A;A;De 6h à 10h;1787;Avant COVID
MONTIGNY SUR LOING;87684100;DIM;2017;2017-03-12;R;R;Avant 6h;2;Avant COVID
LONGJUMEAU;87393611;SAM;2017;2017-04-22;C;C;Avant 6h;7;Avant COVID
LOUVECIENNES;87382457;SAM;2021;2021-10-09;L;L2;De 16h à 20h;207;Après COVID
MORMANT;87116087;JOB;2019;2019-05-16;P;P;De 6h à 10h;14;Avant COVID
NEUVILLE UNIVERSITE;87334482;JOB;2021;2021-10-06;L;L3;De 10h à 16h;110;Après COVID
MONTIGNY SUR LOING;87684100;SAM;2017;2017-03-11;R;R;Avant 6h;7;Avant COVID
LONGUEVILLE;87116137;DIM;2019;2019-05-12;P;P;Après 20h;59;Avant COVID
LOUVRES;87276253;DIM;2019;2019-03-24;D;D;De 16h à 20h;371;Avant COVID
MORMANT;87116087;SAM;2019;2019-05-11;P;P;De 10h à 16h;93;Avant COVID
NEUVILLE UNIVERSITE;87334482;SAM;2014;2014-05-17;A;A;Après 20h;196;Avant COVID
MONTIGNY SUR LOING;87684100;SAM;2017;2017-03-11;R;R;De 16h à 20h;60;Avant COVID
LONGUEVILLE;87116137;JOB;2019;2019-05-14;P;P;De 16h à 20h;5;Avant COVID
LOUVRES;87276253;DIM;2019;2019-03-24;D;D;De 6h à 10h;251;Avant COVID
MORMANT;87116087;SAM;2019;2019-05-11;P;P;De 16h à 20h;83;Avant COVID
NEZEL AULNAY;87381731;DIM;2018;2018-10-14;N;N;Après 20h;4;Avant COVID
MONTREUIL;87382879;DIM;2021;2021-10-10;L;L2;Après 20h;56;Après COVID
LONGUEVILLE;87116137;JOB;2019;2019-05-16;P;P;De 6h à 10h;31;Avant COVID
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;Avant 6h;174;Avant COVID
MORTCERF;87116244;DIM;2019;2019-03-16;P;P;Après 20h;5;Avant COVID
NEZEL AULNAY;87381731;JOB;2018;2018-10-16;N;N;Après 20h;3;Avant COVID
MONTREUIL;87382879;DIM;2021;2021-10-10;L;L2;De 16h à 20h;353;Après COVID
LONGUEVILLE;87116137;SAM;2019;2019-05-11;P;P;De 10h à 16h;218;Avant COVID
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;De 16h à 20h;943;Avant COVID
MORTCERF;87116244;JOB;2019;2019-03-13;P;P;Avant 6h;8;Avant COVID
NOGENT L'ARTAUD CHARLY;87116566;DIM;2019;2019-05-12;P;P;Après 20h;19;Avant COVID
MONTREUIL;87382879;DIM;2021;2021-10-10;L;L2;De 6h à 10h;144;Après COVID
LONGUEVILLE;87116137;SAM;2019;2019-05-11;P;P;De 6h à 10h;122;Avant COVID
LOUVRES;87276253;SAM;2019;2019-03-23;D;D;De 10h à 16h;784;Avant COVID
MORTCERF;87116244;JOB;2019;2019-03-13;P;P;De 10h à 16h;37;Avant COVID
NOGENT L'ARTAUD CHARLY;87116566;DIM;2019;2019-05-12;P;P;De 16h à 20h;62;Avant COVID
MONTREUIL;87382879;JOB;2021;2021-10-06;L;L2;Avant 6h;30;Après COVID
LOUVECIENNES;87382457;DIM;2021;2021-10-10;L;L2;Après 20h;22;Après COVID
LOUVRES;87276253;SAM;2019;2019-03-23;D;D;De 16h à 20h;425;Avant COVID
MOULIN GALANT;87681403;DIM;2019;2019-03-24;D;D;Après 20h;22;Avant COVID
NOGENT L'ARTAUD CHARLY;87116566;SAM;2019;2019-05-11;P;P;Avant 6h;7;Avant COVID
MONTREUIL;87382879;JOB;2021;2021-10-06;L;L2;De 6h à 10h;1355;Après COVID
LOUVECIENNES;87382457;DIM;2021;2021-10-10;L;L2;De 10h à 16h;203;Après COVID
LOUVRES;87276253;SAM;2019;2019-03-23;D;D;De 6h à 10h;390;Avant COVID
MOULIN GALANT;87681403;SAM;2019;2019-03-23;D;D;Après 20h;43;Avant COVID
NOGENT LE PERREUX;87113746;DIM;2016;2016-10-02;E;E;De 16h à 20h;803;Avant COVID
MONTREUIL;87382879;SAM;2021;2021-10-09;L;L2;De 6h à 10h;304;Après COVID
LOUVECIENNES;87382457;JOB;2021;2021-10-06;L;L2;Après 20h;44;Après COVID
LOZERE;87758821;JOB;2019;2019-03-21;B;B;Après 20h;163;Avant COVID
MOULIN GALANT;87681403;SAM;2019;2019-03-23;D;D;De 10h à 16h;219;Avant COVID
NOGENT LE PERREUX;87113746;JOB;2016;2016-10-04;E;E;De 10h à 16h;1873;Avant COVID
MONTRY CONDE;87116400;DIM;2019;2019-05-12;P;P;Avant 6h;0;Avant COVID
LOUVECIENNES;87382457;JOB;2021;2021-10-06;L;L2;Avant 6h;22;Après COVID
LOZERE;87758821;JOB;2019;2019-03-21;B;B;Avant 6h;32;Avant COVID
MOULIN GALANT;87681403;SAM;2019;2019-03-23;D;D;De 16h à 20h;94;Avant COVID
NOGENT LE PERREUX;87113746;SAM;2016;2016-10-01;E;E;Après 20h;485;Avant COVID
MONTRY CONDE;87116400;JOB;2019;2019-05-14;P;P;De 6h à 10h;49;Avant COVID
LOUVECIENNES;87382457;JOB;2021;2021-10-06;L;L2;De 10h à 16h;318;Après COVID
LOZERE;87758821;JOB;2019;2019-03-21;B;B;De 10h à 16h;606;Avant COVID
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;De 16h à 20h;23;Avant COVID
NOGENT LE PERREUX;87113746;SAM;2016;2016-10-01;E;E;Avant 6h;44;Avant COVID
MONTRY CONDE;87116400;SAM;2019;2019-05-11;P;P;Après 20h;4;Avant COVID
LOUVECIENNES;87382457;JOB;2021;2021-10-06;L;L2;De 16h à 20h;321;Après COVID
LOZERE;87758821;JOB;2019;2019-03-21;B;B;De 16h à 20h;816;Avant COVID
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;De 6h à 10h;148;Avant COVID
NOINTEL MOURS;87276758;JOB;2021;2021-10-06;H;H;Après 20h;17;Après COVID
MONTSOULT MAFFLIERS;87276493;SAM;2021;2021-10-09;H;H;Avant 6h;25;Après COVID
LUXEMBOURG;87758615;JOB;2019;2019-03-21;B;B;Avant 6h;37;Avant COVID
LOZERE;87758821;JOB;2019;2019-03-28;B;B;De 6h à 10h;66;Avant COVID
MOUROUX;87116285;SAM;2019;2019-03-15;P;P;De 16h à 20h;20;Avant COVID
NOINTEL MOURS;87276758;SAM;2021;2021-10-09;H;H;Après 20h;19;Après COVID
MONTSOULT MAFFLIERS;87276493;SAM;2021;2021-10-09;H;H;De 10h à 16h;304;Après COVID
LUXEMBOURG;87758615;JOB;2019;2019-03-21;B;B;De 10h à 16h;5037;Avant COVID
LUXEMBOURG;87758615;JOB;2019;2019-03-28;B;B;De 16h à 20h;4034;Avant COVID
MUSEE D'ORSAY;87547307;DIM;2017;2017-04-23;C;C;Avant 6h;25;Avant COVID
NOISY LE SEC;87113217;DIM;2016;2016-10-02;E;E;Après 20h;1770;Avant COVID
MORET VENEUX LES SABLONS;87682278;JOB;2017;2017-03-07;R;R;De 6h à 10h;1711;Avant COVID
LUXEMBOURG;87758615;JOB;2019;2019-03-21;B;B;De 16h à 20h;9163;Avant COVID
LUZARCHES;87276576;DIM;2021;2021-10-10;H;H;Avant 6h;5;Après COVID
MUSEE D'ORSAY;87547307;DIM;2017;2017-04-23;C;C;De 10h à 16h;1405;Avant COVID
NOISY LE SEC;87113217;JOB;2016;2016-10-04;E;E;De 6h à 10h;11196;Avant COVID
MORET VENEUX LES SABLONS;87682278;SAM;2017;2017-03-11;R;R;Après 20h;107;Avant COVID
LYCEE HENRI SELLIER;87988717;SAM;2021;2021-09-11;T4;T4;Après 20h;76;Après COVID
LUZARCHES;87276576;DIM;2021;2021-10-10;H;H;De 10h à 16h;119;Après COVID
MUSEE D'ORSAY;87547307;DIM;2017;2017-04-23;C;C;De 16h à 20h;1685;Avant COVID
NOISY LE SEC;87113217;SAM;2016;2016-10-01;E;E;De 6h à 10h;3759;Avant COVID
MORET VENEUX LES SABLONS;87682278;SAM;2017;2017-03-11;R;R;De 6h à 10h;355;Avant COVID
LYCEE HENRI SELLIER;87988717;SAM;2021;2021-09-18;T4;T4;Avant 6h;9;Après COVID
LUZARCHES;87276576;DIM;2021;2021-10-10;H;H;De 6h à 10h;48;Après COVID
NANGIS;87116095;JOB;2019;2019-05-14;P;P;Avant 6h;138;Avant COVID
NOTRE-DAME DES ANGES;87704312;DIM;2021;2021-09-12;T4;T4;Après 20h;46;Après COVID
MORMANT;87116087;SAM;2019;2019-05-11;P;P;Après 20h;14;Avant COVID
MAGENTA;87281873;JOB;2016;2016-10-04;E;E;De 6h à 10h;23787;Avant COVID
LUZARCHES;87276576;JOB;2021;2021-10-06;H;H;Après 20h;23;Après COVID
NANGIS;87116095;JOB;2019;2019-05-16;P;P;Après 20h;17;Avant COVID
NOTRE-DAME DES ANGES;87704312;DIM;2021;2021-09-12;T4;T4;Avant 6h;3;Après COVID
MORTCERF;87116244;SAM;2019;2019-03-15;P;P;De 10h à 16h;53;Avant COVID
MAGENTA;87281873;SAM;2016;2016-10-01;E;E;De 16h à 20h;15188;Avant COVID
LYCEE HENRI SELLIER;87988717;DIM;2021;2021-09-12;T4;T4;De 16h à 20h;171;Après COVID
NANTERRE UNIVERSITE;87386318;DIM;2021;2021-10-10;L;L3;De 16h à 20h;869;Après COVID
NOTRE-DAME DES ANGES;87704312;DIM;2021;2021-09-12;T4;T4;De 16h à 20h;126;Après COVID
MORTCERF;87116244;SAM;2019;2019-03-15;P;P;De 16h à 20h;27;Avant COVID
MAISONS LAFFITTE;87386425;DIM;2014;2014-05-18;A;A;Avant 6h;11;Avant COVID
LYCEE HENRI SELLIER;87988717;JOB;2021;2021-09-21;T4;T4;Avant 6h;31;Après COVID
NANTERRE UNIVERSITE;87386318;SAM;2021;2021-10-09;L;L3;Avant 6h;22;Après COVID
NOTRE-DAME DES ANGES;87704312;JOB;2021;2021-09-21;T4;T4;Avant 6h;2;Après COVID
MOULIN GALANT;87681403;DIM;2019;2019-03-24;D;D;De 6h à 10h;73;Avant COVID
MAISONS LAFFITTE;87386425;DIM;2021;2021-10-10;L;L3;Après 20h;62;Après COVID
LYCEE HENRI SELLIER;87988717;JOB;2021;2021-09-21;T4;T4;De 10h à 16h;734;Après COVID
NANTERRE UNIVERSITE;87386318;SAM;2021;2021-10-09;L;L3;De 16h à 20h;1116;Après COVID
NOTRE-DAME DES ANGES;87704312;SAM;2021;2021-09-11;T4;T4;De 16h à 20h;181;Après COVID
MOUROUX;87116285;DIM;2019;2019-03-16;P;P;Après 20h;4;Avant COVID
MAISONS LAFFITTE;87386425;DIM;2021;2021-10-10;L;L3;Avant 6h;13;Après COVID
LYCEE HENRI SELLIER;87988717;JOB;2021;2021-09-21;T4;T4;De 6h à 10h;677;Après COVID
NANTERRE UNIVERSITE;87386318;SAM;2021;2021-10-09;L;L3;De 6h à 10h;517;Après COVID
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;Après 20h;136;Avant COVID
MOUROUX;87116285;DIM;2019;2019-03-16;P;P;De 10h à 16h;22;Avant COVID
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;De 6h à 10h;6717;Avant COVID
LYCEE HENRI SELLIER;87988717;SAM;2021;2021-09-11;T4;T4;Avant 6h;1;Après COVID
NANTEUIL LE HAUDOIN;87271577;DIM;2021;2021-10-10;K;K;Après 20h;3;Après COVID
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;Avant 6h;188;Avant COVID
MUSEE D'ORSAY;87547307;DIM;2017;2017-04-23;C;C;Après 20h;266;Avant COVID
MAISONS LAFFITTE;87386425;JOB;2021;2021-10-06;L;L3;De 10h à 16h;143;Après COVID
LYCEE HENRI SELLIER;87988717;SAM;2021;2021-09-18;T4;T4;De 10h à 16h;44;Après COVID
NANTEUIL LE HAUDOIN;87271577;DIM;2021;2021-10-10;K;K;De 16h à 20h;41;Après COVID
ORANGIS BOIS DE L'EPINE;87681346;JOB;2019;2019-03-26;D;D;De 10h à 16h;956;Avant COVID
MUSEE D'ORSAY;87547307;JOB;2017;2017-04-25;C;C;De 10h à 16h;2530;Avant COVID
MAISONS LAFFITTE;87386425;JOB;2021;2021-10-06;L;L3;De 16h à 20h;240;Après COVID
MAGENTA;87281873;DIM;2016;2016-10-02;E;E;De 10h à 16h;11277;Avant COVID
NANTEUIL LE HAUDOIN;87271577;DIM;2021;2021-10-10;K;K;De 6h à 10h;9;Après COVID
ORANGIS BOIS DE L'EPINE;87681346;SAM;2019;2019-03-23;D;D;Avant 6h;39;Avant COVID
NANGIS;87116095;SAM;2019;2019-05-11;P;P;De 16h à 20h;182;Avant COVID
MAISONS LAFFITTE;87386425;SAM;2014;2014-05-17;A;A;Avant 6h;61;Avant COVID
MAGENTA;87281873;SAM;2016;2016-10-01;E;E;Après 20h;9703;Avant COVID
NANTEUIL LE HAUDOIN;87271577;JOB;2021;2021-10-06;K;K;De 16h à 20h;74;Après COVID
ORGERUS BEHOUST;87393447;JOB;2018;2018-10-16;N;N;Après 20h;6;Avant COVID
NANTERRE PREFECTURE;87758029;JOB;2018;2018-03-27;A;A;Après 20h;2241;Avant COVID
MAISONS LAFFITTE;87386425;SAM;2014;2014-05-17;A;A;De 16h à 20h;2045;Avant COVID
MAGENTA;87281873;SAM;2016;2016-10-01;E;E;De 6h à 10h;6040;Avant COVID
NANTEUIL LE HAUDOIN;87271577;JOB;2021;2021-10-06;K;K;De 6h à 10h;275;Après COVID
ORGERUS BEHOUST;87393447;JOB;2018;2018-10-16;N;N;De 10h à 16h;49;Avant COVID
NANTERRE PREFECTURE;87758029;JOB;2018;2018-03-27;A;A;De 16h à 20h;16461;Avant COVID
MAISONS LAFFITTE;87386425;SAM;2021;2021-10-09;L;L3;Après 20h;91;Après COVID
MAISONS LAFFITTE;87386425;DIM;2021;2021-10-10;L;L3;De 16h à 20h;229;Après COVID
NANTEUIL SAACY;87116558;DIM;2019;2019-05-12;P;P;De 10h à 16h;176;Avant COVID
ORGERUS BEHOUST;87393447;JOB;2018;2018-10-16;N;N;De 16h à 20h;46;Avant COVID
NANTERRE PREFECTURE;87758029;JOB;2018;2018-03-27;A;A;De 6h à 10h;7141;Avant COVID
MAISONS-ALFORT ALFORTVILLE;87681155;DIM;2019;2019-03-24;D;D;De 10h à 16h;5094;Avant COVID
MAISONS LAFFITTE;87386425;JOB;2018;2018-03-27;A;A;De 10h à 16h;2247;Avant COVID
NANTEUIL SAACY;87116558;DIM;2019;2019-05-12;P;P;De 16h à 20h;157;Avant COVID
ORLY VILLE;87546200;DIM;2017;2017-04-23;C;C;Après 20h;106;Avant COVID
NANTERRE UNIVERSITE;87386318;DIM;2021;2021-10-10;L;L3;Après 20h;373;Après COVID
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2019;2019-03-26;D;D;Avant 6h;308;Avant COVID
MAISONS LAFFITTE;87386425;JOB;2021;2021-10-06;L;L3;Avant 6h;42;Après COVID
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;Avant 6h;233;Avant COVID
ORLY VILLE;87546200;DIM;2017;2017-04-23;C;C;De 6h à 10h;237;Avant COVID
NANTERRE UNIVERSITE;87386318;DIM;2021;2021-10-10;L;L3;Avant 6h;22;Après COVID
MAISONS-ALFORT ALFORTVILLE;87681155;JOB;2019;2019-03-26;D;D;De 10h à 16h;5204;Avant COVID
MAISONS LAFFITTE;87386425;SAM;2021;2021-10-09;L;L3;De 16h à 20h;266;Après COVID
NANTEUIL SAACY;87116558;JOB;2019;2019-05-14;P;P;De 6h à 10h;756;Avant COVID
ORLY VILLE;87546200;SAM;2017;2017-04-22;C;C;Après 20h;143;Avant COVID
NANTERRE UNIVERSITE;87386318;DIM;2021;2021-10-10;L;L3;De 6h à 10h;268;Après COVID
MALESHERBES;87684415;DIM;2019;2019-03-24;D;D;De 10h à 16h;318;Avant COVID
MAISONS-ALFORT ALFORTVILLE;87681155;DIM;2019;2019-03-24;D;D;Avant 6h;121;Avant COVID
NEMOURS SAINT-PIERRE;87684126;DIM;2017;2017-03-12;R;R;Avant 6h;18;Avant COVID
ORMOY VILLERS;87271585;DIM;2021;2021-10-10;K;K;Après 20h;1;Après COVID
NANTERRE UNIVERSITE;87386318;JOB;2021;2021-10-06;L;L3;De 10h à 16h;2530;Après COVID
MANTES LA JOLIE;87381509;DIM;2018;2018-10-14;N;N;Après 20h;20;Avant COVID
MAISSE;87681486;DIM;2019;2019-03-24;D;D;Après 20h;8;Avant COVID
NEMOURS SAINT-PIERRE;87684126;SAM;2017;2017-03-11;R;R;Après 20h;93;Avant COVID
ORMOY VILLERS;87271585;SAM;2021;2021-10-09;K;K;De 10h à 16h;6;Après COVID
NANTERRE UNIVERSITE;87386318;JOB;2021;2021-10-06;L;L3;De 16h à 20h;5809;Après COVID
MANTES LA JOLIE;87381509;DIM;2018;2018-10-14;N;N;De 10h à 16h;127;Avant COVID
MAISSE;87681486;DIM;2019;2019-03-24;D;D;De 10h à 16h;63;Avant COVID
NEMOURS SAINT-PIERRE;87684126;SAM;2017;2017-03-11;R;R;De 16h à 20h;234;Avant COVID
ORRY LA VILLE COYE LA FORET;87276279;DIM;2019;2019-03-24;D;D;De 10h à 16h;898;Avant COVID
NANTEUIL LE HAUDOIN;87271577;SAM;2021;2021-10-09;K;K;Avant 6h;6;Après COVID
MANTES LA JOLIE;87381509;JOB;2018;2018-10-16;N;N;De 10h à 16h;190;Avant COVID
MAISSE;87681486;JOB;2019;2019-03-26;D;D;Avant 6h;10;Avant COVID
NEMOURS SAINT-PIERRE;87684126;SAM;2017;2017-03-11;R;R;De 6h à 10h;298;Avant COVID
ORRY LA VILLE COYE LA FORET;87276279;SAM;2019;2019-03-23;D;D;Après 20h;406;Avant COVID
NANTEUIL SAACY;87116558;SAM;2019;2019-05-11;P;P;Après 20h;17;Avant COVID
MANTES LA JOLIE;87381509;JOB;2021;2021-12-07;J;J5;De 16h à 20h;1843;Après COVID
MAISSE;87681486;JOB;2019;2019-03-26;D;D;De 16h à 20h;52;Avant COVID
NEUILLY PORTE MAILLOT;87381020;DIM;2017;2017-04-23;C;C;De 10h à 16h;902;Avant COVID
OSNY;87381145;SAM;2021;2021-10-09;J;J6;De 16h à 20h;83;Après COVID
NANTEUIL SAACY;87116558;SAM;2019;2019-05-11;P;P;De 10h à 16h;207;Avant COVID
MANTES LA JOLIE;87381509;SAM;2018;2018-10-20;N;N;De 16h à 20h;132;Avant COVID
MAISSE;87681486;SAM;2019;2019-03-23;D;D;Avant 6h;0;Avant COVID
NEUILLY PORTE MAILLOT;87381020;DIM;2017;2017-04-23;C;C;De 6h à 10h;263;Avant COVID
OZOIR LA FERRIERE;87116020;JOB;2016;2016-10-04;E;E;De 16h à 20h;700;Avant COVID
NANTEUIL SAACY;87116558;SAM;2019;2019-05-11;P;P;De 6h à 10h;119;Avant COVID
MANTES LA JOLIE;87381509;SAM;2021;2021-10-09;J;J6;Après 20h;60;Après COVID
MAISSE;87681486;SAM;2019;2019-03-23;D;D;De 16h à 20h;40;Avant COVID
NEUILLY PORTE MAILLOT;87381020;JOB;2017;2017-04-25;C;C;Après 20h;944;Avant COVID
PALAISEAU;87758805;JOB;2019;2019-03-21;B;B;De 10h à 16h;969;Avant COVID
NEMOURS SAINT-PIERRE;87684126;JOB;2017;2017-03-07;R;R;Après 20h;25;Avant COVID
MANTES STATION;87381590;DIM;2021;2021-10-10;J;J6;Après 20h;19;Après COVID
MALESHERBES;87684415;DIM;2019;2019-03-24;D;D;Après 20h;22;Avant COVID
NEUILLY PORTE MAILLOT;87381020;JOB;2017;2017-04-25;C;C;De 16h à 20h;5020;Avant COVID
PALAISEAU;87758805;JOB;2019;2019-03-28;B;B;De 16h à 20h;184;Avant COVID
NEMOURS SAINT-PIERRE;87684126;JOB;2017;2017-03-07;R;R;De 16h à 20h;304;Avant COVID
MANTES STATION;87381590;DIM;2021;2021-10-10;J;J6;De 10h à 16h;119;Après COVID
MALESHERBES;87684415;DIM;2019;2019-03-24;D;D;De 6h à 10h;96;Avant COVID
NEUILLY PORTE MAILLOT;87381020;SAM;2017;2017-04-22;C;C;Après 20h;746;Avant COVID
PALAISEAU;87758805;JOB;2019;2019-03-28;B;B;De 6h à 10h;181;Avant COVID
